dist.del reg. [m],a sold.aguas arriba [m],no.de junta,long. de junta [m],esp. [mm],evento / comentario,tipo de sold.,Pos.horaria,pared int.,dim_o,d [%],h [%],Ovality ratio,h [arruga/ond.] [mm],largo [mm],ancho [mm],ERF B31G,Junta No. Full,latitud,longitud
9126.098,,8350,11.99,9.65,Soldadura,sin costura,,,,,,,,,,,8350,3.798856709,-71.52078605
9128.676,,,,,Soporte externo,,6:00,,,,,,,,,,8350,3.79887106,-71.52080579
9138.088,,8360,2.439,9.65,Soldadura,sin costura,,,,,,,,,,,8360,3.7989232,-71.52087803
9138.771,,,,,Soporte externo,,6:00,,,,,,,,,,8360,3.798926978,-71.52088327
9140.527,,8370,12.014,9.65,Soldadura,sin costura,,,,,,,,,,,8370,3.798936689,-71.52089676
9148.971,,,,,Soporte externo,,6:00,,,,,,,,,,8370,3.798983275,-71.52096171
9152.541,,8380,12.02,9.65,Soldadura,sin costura,,,,,,,,,,,8380,3.799002987,-71.52098915
9159.068,,,,,Soporte externo,,6:00,,,,,,,,,,8380,3.799039036,-71.52103933
9164.561,,8390,12.053,9.65,Soldadura,sin costura,,,,,,,,,,,8390,3.799069394,-71.52108154
9169.376,,,,,Soporte externo,,6:00,,,,,,,,,,8390,3.799095999,-71.52111854
9176.614,,8400,9.242,9.65,Soldadura,sin costura,,,,,,,,,,,8400,3.799135927,-71.52117422
9179.322,,,,,Soporte externo,,6:00,,,,,,,,,,8400,3.799150883,-71.52119503
9185.856,,8410,11.967,9.65,Soldadura,sin costura,,,,,,,,,,,8410,3.799187024,-71.52124522
9189.447,,,,,Soporte externo,,6:00,,,,,,,,,,8410,3.799206907,-71.52127279
9197.823,,8420,12.182,9.65,Soldadura,sin costura,,,,,,,,,,,8420,3.799253276,-71.5213371
9198.170,,,,,Soporte externo,,6:00,,,,,,,,,,8420,3.799255176,-71.52133978
9210.005,,8430,12.221,9.65,Soldadura,sin costura,,,,,,,,,,,8430,3.799320136,-71.52143104
9222.226,,8440,12.197,9.65,Soldadura,sin costura,,,,,,,,,,,8440,3.799387612,-71.521525
9226.515,-4.289,,,,Anomalía  / Corrosión,,3:40,EXT,PITT,15,,,,12,15,0.43,8440,3.799411277,-71.52155799
9228.714,-6.488,,,,Anomalía  / Corrosión,,4:41,EXT,PITT,14,,,,22,24,0.43,8440,3.799423375,-71.52157492
9229.176,-6.95,,,,Anomalía  / Corrosión,,11:37,EXT,PITT,31,,,,26,29,0.44,8440,3.799425916,-71.52157848
9229.670,-7.444,,,,Anomalía  / Corrosión,,4:15,EXT,GENE,21,,,,42,41,0.44,8440,3.799428634,-71.52158229
9229.673,-7.447,,,,Anomalía  / Corrosión,,5:13,EXT,AXGR,18,,,,53,15,0.44,8440,3.79942865,-71.52158231
9229.783,-7.557,,,,Anomalía  / Corrosión,,1:21,EXT,PITT,16,,,,40,22,0.44,8440,3.799429255,-71.52158316
9234.423,,8450,12.199,9.65,Soldadura,sin costura,,,,,,,,,,,8450,3.799454782,-71.5216189
9245.711,,,,,Soporte externo,,6:00,,,,,,,,,,8450,3.79951774,-71.52170522
9246.622,,8460,12.034,9.65,Soldadura,sin costura,,,,,,,,,,,8460,3.799522848,-71.52171217
9256.360,,,,,Soporte externo,,6:00,,,,,,,,,,8460,3.79957736,-71.5217865
9258.657,,8470,11.275,9.65,Soldadura,sin costura,,,,,,,,,,,8470,3.799590166,-71.52180407
9266.651,,,,,Soporte externo,,6:00,,,,,,,,,,8470,3.799634754,-71.5218652
9269.932,,8480,11.981,9.65,Soldadura,sin costura,,,,,,,,,,,8480,3.799653067,-71.52189029
9276.646,,,,,Soporte externo,,6:00,,,,,,,,,,8480,3.799690454,-71.52194168
9281.913,,8490,11.957,9.65,Soldadura,sin costura,,,,,,,,,,,8490,3.799719741,-71.52198202
9286.769,,,,,Soporte externo,,6:00,,,,,,,,,,8490,3.799746125,-71.52201966
9293.869,,8500,12.024,9.65,Soldadura,sin costura,,,,,,,,,,,8500,3.799783388,-71.52207554
9296.933,,,,,Soporte externo,,6:00,,,,,,,,,,8500,3.799798353,-71.52210039
9305.893,,8510,12.037,9.65,Soldadura,sin costura,,,,,,,,,,,8510,3.799837299,-71.52217557
9307.213,,,,,Soporte externo,,6:00,,,,,,,,,,8510,3.799842463,-71.52218694
9317.151,,,,,Soporte externo,,6:00,,,,,,,,,,8510,3.799881576,-71.52227249
9317.931,,8520,12.022,9.65,Soldadura,sin costura,,,,,,,,,,,8520,3.799884655,-71.5222792
9327.755,,,,,Soporte externo,,6:00,,,,,,,,,,8520,3.799923064,-71.52236389
9329.953,,8530,11.99,9.65,Soldadura,sin costura,,,,,,,,,,,8530,3.799931615,-71.52238285
9337.750,,,,,Soporte externo,,6:00,,,,,,,,,,8530,3.799961716,-71.52245024
9341.943,,8540,12.007,9.65,Soldadura,sin costura,,,,,,,,,,,8540,3.799977906,-71.52248648
9347.801,,,,,Soporte externo,,6:00,,,,,,,,,,8540,3.800000524,-71.5225371
9353.949,,8550,12.009,9.65,Soldadura,sin costura,,,,,,,,,,,8550,3.800024261,-71.52259023
9357.956,,,,,Soporte externo,,6:00,,,,,,,,,,8550,3.800039732,-71.52262486
9365.958,,8560,11.949,9.65,Soldadura,sin costura,,,,,,,,,,,8560,3.800070629,-71.52269402
9368.065,,,,,Soporte externo,,6:00,,,,,,,,,,8560,3.800078238,-71.52271243
9377.907,,8570,12.012,9.65,Soldadura,sin costura,,,,,,,,,,,8570,3.800107056,-71.52280086
9378.207,,,,,Soporte externo,,6:00,,,,,,,,,,8570,3.800107493,-71.52280367
9388.327,,,,,Soporte externo,,6:00,,,,,,,,,,8570,3.800122244,-71.52289831
9389.920,,8580,12.014,9.65,Soldadura,sin costura,,,,,,,,,,,8580,3.800124565,-71.52291321
9398.458,,,,,Soporte externo,,6:00,,,,,,,,,,8580,3.800136455,-71.52299314
9401.933,,8590,11.998,9.65,Soldadura,sin costura,,,,,,,,,,,8590,3.800140802,-71.52302575
9408.680,,,,,Soporte externo,,6:00,,,,,,,,,,8590,3.800148963,-71.52308909
9413.931,,8600,12.031,9.65,Soldadura,sin costura,,,,,,,,,,,8600,3.800155104,-71.52313841
9418.734,,,,,Soporte externo,,6:00,,,,,,,,,,8600,3.80016072,-71.52318352
9425.962,,8610,8.069,9.65,Soldadura,sin costura,,,,,,,,,,,8610,3.80016912,-71.52325142
9428.889,,,,,Soporte externo,,6:00,,,,,,,,,,8610,3.800172453,-71.52327893
9432.750,,,,,Soporte externo,,6:00,,,,,,,,,,8610,3.80017685,-71.52331521
9434.031,,8620,1.143,17.04,Soldadura,,,,,,,,,,,,8620,3.800178308,-71.52332724
9434.586,,,,,Válvula  / válvula de bola,,,,,,,,,,,,8620,3.800178939,-71.52333246
9435.174,,8630,2.831,9.65,Soldadura,sin costura,,,,,,,,,,,8630,3.800179607,-71.52333798
9435.788,,,,,Soporte externo,,6:00,,,,,,,,,,8630,3.800180305,-71.52334375
9438.006,,8640,12.013,9.65,Soldadura,sin costura,,,,,,,,,,,8640,3.800182826,-71.5233646
9439.123,,,,,Soporte externo,,6:00,,,,,,,,,,8640,3.800184095,-71.52337509
9449.220,,,,,Soporte externo,,6:00,,,,,,,,,,8640,3.800195618,-71.52346997
9450.018,,8650,12.006,9.65,Soldadura,sin costura,,,,,,,,,,,8650,3.800196531,-71.52347747
9459.066,,,,,Soporte externo,,6:00,,,,,,,,,,8650,3.800207127,-71.52356245
9462.024,,8660,12.017,9.65,Soldadura,sin costura,,,,,,,,,,,8660,3.800210624,-71.52359023
9469.388,,,,,Soporte externo,,6:00,,,,,,,,,,8660,3.800219803,-71.52365933
9474.041,,8670,12.038,9.65,Soldadura,sin costura,,,,,,,,,,,8670,3.800225508,-71.523703
9479.538,,,,,Soporte externo,,6:00,,,,,,,,,,8670,3.800232149,-71.5237546
9486.079,,8680,12.031,9.65,Soldadura,sin costura,,,,,,,,,,,8680,3.800239883,-71.52381603
9489.628,,,,,Soporte externo,,6:00,,,,,,,,,,8680,3.800244051,-71.52384937
9498.110,,8690,12.043,9.65,Soldadura,sin costura,,,,,,,,,,,8690,3.800255187,-71.52392887
9499.988,,,,,Soporte externo,,6:00,,,,,,,,,,8690,3.800257675,-71.52394648
9510.153,,8700,12.041,9.65,Soldadura,sin costura,,,,,,,,,,,8700,3.80027008,-71.52404189
9520.400,,,,,Soporte externo,,6:00,,,,,,,,,,8700,3.800281794,-71.52413817
9522.194,,8710,12.017,9.65,Soldadura,sin costura,,,,,,,,,,,8710,3.800283789,-71.52415503
9530.351,,,,,Soporte externo,,6:00,,,,,,,,,,8710,3.800289348,-71.5242318
9534.212,,8720,12.024,9.65,Soldadura,sin costura,,,,,,,,,,,8720,3.800287001,-71.52426827
9540.601,,,,,Soporte externo,,6:00,,,,,,,,,,8720,3.800282922,-71.52432861
9546.236,,8730,12.046,9.65,Soldadura,sin costura,,,,,,,,,,,8730,3.800279106,-71.52438181
9550.837,,,,,Soporte externo,,6:00,,,,,,,,,,8730,3.800275788,-71.52442523
9558.282,,8740,12.023,9.65,Soldadura,sin costura,,,,,,,,,,,8740,3.800270139,-71.52449548
9561.089,,,,,Soporte externo,,6:00,,,,,,,,,,8740,3.800267733,-71.52452194
9570.305,,8750,12.005,9.65,Soldadura,sin costura,,,,,,,,,,,8750,3.800259262,-71.52460876
9571.168,,,,,Soporte externo,,6:00,,,,,,,,,,8750,3.800258399,-71.52461688
9581.365,,,,,Soporte externo,,6:00,,,,,,,,,,8750,3.800248053,-71.52471284
9582.310,,8760,12.008,9.65,Soldadura,sin costura,,,,,,,,,,,8760,3.800247083,-71.52472173
9591.313,,,,,Soporte externo,,6:00,,,,,,,,,,8760,3.800240266,-71.52480666
9594.318,,8770,12.008,9.65,Soldadura,sin costura,,,,,,,,,,,8770,3.800238379,-71.52483504
9601.428,,,,,Soporte externo,,6:00,,,,,,,,,,8770,3.800245502,-71.52490191
9606.326,,8780,11.992,9.65,Soldadura,sin costura,,,,,,,,,,,8780,3.800253021,-71.52494759
9611.846,,,,,Soporte externo,,6:00,,,,,,,,,,8780,3.800264356,-71.5249986
9618.318,,8790,8.711,9.65,Soldadura,sin costura,,,,,,,,,,,8790,3.800277624,-71.5250584
9619.393,,,,,Soporte externo,,6:00,,,,,,,,,,8790,3.800279827,-71.52506834
9626.983,,,,,Soporte externo,,6:00,,,,,,,,,,8790,3.800295148,-71.52513853
9627.029,,8800,11.994,9.65,Soldadura,sin costura,,,,,,,,,,,8800,3.80029524,-71.52513895
9637.723,,,,,Soporte externo,,6:00,,,,,,,,,,8800,3.800316567,-71.5252379
9639.023,,8810,12.058,9.65,Soldadura,sin costura,,,,,,,,,,,8810,3.800319165,-71.52524993
9651.081,,8820,12.046,9.65,Soldadura,sin costura,,,,,,,,,,,8820,3.800343819,-71.52536137
9657.921,,,,,Soporte externo,,6:00,,,,,,,,,,8820,3.800357002,-71.52542476
9663.128,,8830,12.007,9.65,Soldadura,sin costura,,,,,,,,,,,8830,3.800366539,-71.52547311
9671.243,,,,,Soporte externo,,6:00,,,,,,,,,,8830,3.800380438,-71.52554865
9675.134,,8840,11.995,9.65,Soldadura,sin costura,,,,,,,,,,,8840,3.800387067,-71.52558488
9681.418,,,,,Soporte externo,,6:00,,,,,,,,,,8840,3.800397773,-71.52564339
9687.129,,8850,12.051,9.65,Soldadura,sin costura,,,,,,,,,,,8850,3.800407503,-71.52569657
9691.419,,,,,Soporte externo,,6:00,,,,,,,,,,8850,3.800414634,-71.52573654
9699.180,,8860,7.903,9.65,Soldadura,sin costura,,,,,,,,,,,8860,3.800427174,-71.52580892
9704.832,,,,,Soporte externo,,6:00,,,,,,,,,,8860,3.800436114,-71.52586167
9707.083,,8870,11.997,9.65,Soldadura,sin costura,,,,,,,,,,,8870,3.800439675,-71.52588268
9715.073,,,,,Soporte externo,,6:00,,,,,,,,,,8870,3.800468907,-71.52595204
9719.080,,8880,12.089,9.65,Soldadura,sin costura,,,,,,,,,,,8880,3.800486446,-71.5259856
9725.248,,,,,Soporte externo,,6:00,,,,,,,,,,8880,3.800517087,-71.5260353
9731.169,,8890,12.241,9.65,Soldadura,sin costura,,,,,,,,,,,8890,3.800552776,-71.5260782
9735.368,,,,,Soporte externo,,6:00,,,,,,,,,,8890,3.800580016,-71.52610714
9743.410,,8900,12.174,9.65,Soldadura,sin costura,,,,,,,,,,,8900,3.800632614,-71.52616216
9745.521,,,,,Soporte externo,,6:00,,,,,,,,,,8900,3.80064644,-71.52617659
9755.584,,8910,12.151,9.65,Soldadura,sin costura,,,,,,,,,,,8910,3.800712323,-71.52624538
9756.164,,,,,Soporte externo,,6:00,,,,,,,,,,8910,3.800715984,-71.52624947
9765.733,,,,,Soporte externo,,6:00,,,,,,,,,,8910,3.800775828,-71.52631742
9767.736,,8920,12.224,9.65,Soldadura,sin costura,,,,,,,,,,,8920,3.800787007,-71.52633273
9776.052,,,,,Soporte externo,,6:00,,,,,,,,,,8920,3.80083342,-71.5263963
9779.960,,8930,12.24,9.65,Soldadura,sin costura,,,,,,,,,,,8930,3.800855233,-71.52642618
9786.158,,,,,Soporte externo,,6:00,,,,,,,,,,8930,3.800889802,-71.52647358
9792.200,,8940,12.178,9.65,Soldadura,sin costura,,,,,,,,,,,8940,3.800923455,-71.52651982
9796.048,,,,,Soporte externo,,6:00,,,,,,,,,,8940,3.800944712,-71.5265494
9804.377,,8950,12.177,9.65,Soldadura,sin costura,,,,,,,,,,,8950,3.800990615,-71.52661349
9806.381,,,,,Soporte externo,,6:00,,,,,,,,,,8950,3.801001745,-71.52662885
9816.194,,,,,Soporte externo,,6:00,,,,,,,,,,8950,3.801056295,-71.52670403
9816.555,,8960,12.035,9.65,Soldadura,sin costura,,,,,,,,,,,8960,3.801058305,-71.52670679
9826.380,,,,,Soporte externo,,6:00,,,,,,,,,,8960,3.801111676,-71.52678293
9828.589,,8970,12.174,9.65,Soldadura,sin costura,,,,,,,,,,,8970,3.801123337,-71.52680029
9836.594,,,,,Soporte externo,,6:00,,,,,,,,,,8970,3.801164806,-71.5268637
9840.763,,8980,12.183,9.65,Soldadura,sin costura,,,,,,,,,,,8980,3.801186199,-71.52689686
9846.642,,,,,Soporte externo,,6:00,,,,,,,,,,8980,3.801216341,-71.52694364
9852.946,,8990,12.251,9.65,Soldadura,sin costura,,,,,,,,,,,8990,3.801248613,-71.52699383
9856.845,,,,,Soporte externo,,6:00,,,,,,,,,,8990,3.801268536,-71.52702489
9865.197,,9000,12.188,9.65,Soldadura,sin costura,,,,,,,,,,,9000,3.801311209,-71.52709144
9867.103,,,,,Soporte externo,,6:00,,,,,,,,,,9000,3.801320948,-71.52710663
9877.021,,,,,Soporte externo,,6:00,,,,,,,,,,9000,3.801371691,-71.52718561
9877.385,,9010,12.216,9.65,Soldadura,sin costura,,,,,,,,,,,9010,3.801373554,-71.52718851
9887.014,,,,,Soporte externo,,6:00,,,,,,,,,,9010,3.801423066,-71.52726503
9889.601,,9020,12.213,9.65,Soldadura,sin costura,,,,,,,,,,,9020,3.801436326,-71.52728561
9897.385,,,,,Soporte externo,,6:00,,,,,,,,,,9020,3.801476117,-71.52734762
9901.814,,9030,11.96,9.65,Soldadura,sin costura,,,,,,,,,,,9030,3.801498748,-71.52738291
9907.430,,,,,Soporte externo,,6:00,,,,,,,,,,9030,3.801527455,-71.52742765
9913.774,,9040,12.222,9.65,Soldadura,sin costura,,,,,,,,,,,9040,3.801560017,-71.52747811
9916.867,,,,,Soporte externo,,6:00,,,,,,,,,,9040,3.801575889,-71.52750271
9925.996,,9050,12.177,9.65,Soldadura,sin costura,,,,,,,,,,,9050,3.801622663,-71.52757536
9937.261,,,,,Soporte externo,,6:00,,,,,,,,,,9050,3.801680159,-71.52766516
9938.173,,9060,12.196,9.65,Soldadura,sin costura,,,,,,,,,,,9060,3.801684823,-71.52767243
9947.370,,,,,Soporte externo,,6:00,,,,,,,,,,9060,3.801731798,-71.52774572
9950.369,,9070,12.006,9.65,Soldadura,sin costura,,,,,,,,,,,9070,3.801747065,-71.52776965
9956.142,-5.773,,,,Anomalía  / Anomalía de Manufactura,,2:42,INT,PITT,11,,,,12,15,0.43,9070,3.801776709,-71.52781555
9957.548,,,,,Soporte externo,,6:00,,,,,,,,,,9070,3.801784051,-71.52782665
9962.375,,9080,11.954,9.65,Soldadura,sin costura,,,,,,,,,,,9080,3.801809255,-71.52786476
9967.729,,,,,Soporte externo,,6:00,,,,,,,,,,9080,3.801837957,-71.52790652
9974.329,,9090,12.018,9.65,Soldadura,sin costura,,,,,,,,,,,9090,3.801873776,-71.52795771
9977.777,,,,,Soporte externo,,6:00,,,,,,,,,,9090,3.801892839,-71.5279842
9985.868,,,,,Soporte externo,,6:00,,,,,,,,,,9090,3.801937524,-71.52804639
9986.347,,9100,7.8,9.65,Soldadura,sin costura,,,,,,,,,,,9100,3.801940165,-71.52805008
9993.603,,,,,Soporte externo,,6:00,,,,,,,,,,9100,3.801980312,-71.5281058
9994.147,,9110,12.184,9.65,Soldadura,sin costura,,,,,,,,,,,9110,3.801983354,-71.52810996
10004.478,-10.331,,,,Anomalía  / Corrosión,,0:51,INT,PITT,22,,,,15,18,0.43,9110,3.802041142,-71.52818884
10004.656,-10.509,,,,Anomalía  / Corrosión,,1:02,INT,PITT,21,,,,18,19,0.43,9110,3.802042137,-71.5281902
10004.730,-10.583,,,,Anomalía  / Corrosión,,11:34,INT,PITT,15,,,,29,31,0.43,9110,3.802042551,-71.52819077
10004.917,-10.77,,,,Anomalía  / Corrosión,,10:59,INT,PITT,10,,,,19,25,0.43,9110,3.802043597,-71.5281922
10005.158,-11.011,,,,Anomalía  / Corrosión,,11:03,INT,PITT,10,,,,12,15,0.43,9110,3.802044945,-71.52819404
10005.325,-11.178,,,,Anomalía  / Corrosión,,9:51,INT,PITT,10,,,,25,40,0.43,9110,3.802045879,-71.52819531
10005.821,-11.674,,,,Anomalía  / Corrosión,,2:28,INT,PITT,10,,,,25,29,0.43,9110,3.802048654,-71.5281991
10005.862,-11.715,,,,Anomalía  / Corrosión,,1:27,INT,PITT,12,,,,20,36,0.43,9110,3.802048883,-71.52819941
10005.879,-11.732,,,,Anomalía  / Corrosión,,10:29,INT,PITT,12,,,,45,24,0.44,9110,3.802048978,-71.52819954
10005.952,-11.805,,,,Anomalía  / Corrosión,,1:13,INT,PITT,10,,,,13,17,0.43,9110,3.802049386,-71.5282001
10006.331,,9120,12.231,9.65,Soldadura,sin costura,,,,,,,,,,,9120,3.802051506,-71.52820299
10011.975,-5.644,,,,Anomalía  / Corrosión,,6:39,EXT,PITT,11,,,,11,15,0.43,9120,3.80208275,-71.52824632
10018.116,-11.785,,,,Anomalía  / Corrosión,,7:56,EXT,PITT,19,,,,10,15,0.43,9120,3.802115298,-71.52829448
10018.186,-11.855,,,,Anomalía  / Corrosión,,8:26,EXT,PITT,10,,,,11,20,0.43,9120,3.802115669,-71.52829503
10018.563,,9130,12.207,9.65,Soldadura,sin costura,,,,,,,,,,,9130,3.802117667,-71.52829799
10029.259,-10.696,,,,Anomalía  / Corrosión,,10:26,EXT,PITT,13,,,,12,19,0.43,9130,3.802173085,-71.52838271
10029.320,-10.757,,,,Anomalía  / Corrosión,,10:49,EXT,AXGR,24,,,,38,19,0.44,9130,3.802173399,-71.52838319
10029.352,-10.789,,,,Anomalía  / Corrosión,,10:20,EXT,GENE,18,,,,40,32,0.44,9130,3.802173564,-71.52838345
10029.366,-10.803,,,,Anomalía  / Corrosión,,10:51,EXT,PITT,15,,,,14,15,0.43,9130,3.802173637,-71.52838356
10030.769,,9140,12.187,9.65,Soldadura,sin costura,,,,,,,,,,,9140,3.802180873,-71.5283947
10030.882,-0.113,,,,Anomalía  / Corrosión,,1:52,EXT,PITT,10,,,,20,22,0.43,9140,3.802181456,-71.52839559
10031.324,-0.555,,,,Anomalía  / Corrosión,,9:39,EXT,PITT,13,,,,13,15,0.43,9140,3.802183735,-71.5283991
10031.542,-0.773,,,,Anomalía  / Corrosión,,9:47,EXT,GENE,11,,,,35,47,0.43,9140,3.80218486,-71.52840083
10031.796,-1.027,,,,Anomalía  / Corrosión,,8:02,EXT,PITT,17,,,,25,33,0.43,9140,3.80218617,-71.52840285
10031.796,-1.027,,,,Anomalía  / Corrosión,,8:40,EXT,GENE,10,,,,54,66,0.44,9140,3.80218617,-71.52840285
10032.155,-1.386,,,,Anomalía  / Corrosión,,8:27,EXT,PITT,14,,,,25,28,0.43,9140,3.802188021,-71.5284057
10033.310,-2.541,,,,Anomalía  / Corrosión,,8:11,EXT,PITT,12,,,,27,23,0.43,9140,3.802193979,-71.52841486
10033.551,-2.782,,,,Anomalía  / Corrosión,,8:11,EXT,PITT,10,,,,14,16,0.43,9140,3.802195222,-71.52841678
10042.956,,9150,12.03,9.65,Soldadura,sin costura,,,,,,,,,,,9150,3.802243728,-71.52849142
10044.063,,,,,Soporte externo,,6:00,,,,,,,,,,9150,3.802249437,-71.52850021
10054.239,,,,,Soporte externo,,6:00,,,,,,,,,,9150,3.802301917,-71.52858098
10054.986,,9160,12.033,9.65,Soldadura,sin costura,,,,,,,,,,,9160,3.80230577,-71.5285869
10064.159,,,,,Soporte externo,,6:00,,,,,,,,,,9160,3.802353077,-71.52865971
10067.019,,9170,12.011,9.65,Soldadura,sin costura,,,,,,,,,,,9170,3.802367827,-71.52868241
10074.534,,,,,Soporte externo,,6:00,,,,,,,,,,9170,3.802406587,-71.52874206
10079.029,,9180,12.02,9.65,Soldadura,sin costura,,,,,,,,,,,9180,3.80242977,-71.52877773
10084.800,,,,,Soporte externo,,6:00,,,,,,,,,,9180,3.802459533,-71.52882354
10086.898,,,,,Accesorio de tubería  / aditamento,,3:00,,,,,,,,,,9180,3.802470353,-71.52884019
10091.049,,9190,4.28,9.65,Soldadura,sin costura,,,,,,,,,,,9190,3.80249176,-71.52887314
10095.045,,,,,Soporte externo,,6:00,,,,,,,,,,9190,3.802512369,-71.52890485
10095.329,,9200,12.035,9.65,Soldadura,sin costura,,,,,,,,,,,9200,3.802513833,-71.52890711
10101.758,,,,,"Toma  / 1""",,11:35,,,,,,,,,,9200,3.802546992,-71.52895813
10107.364,,9210,12.029,9.65,Soldadura,sin costura,,,,,,,,,,,9210,3.802575905,-71.52900263
10115.168,,,,,Soporte externo,,6:00,,,,,,,,,,9210,3.802616153,-71.52906457
10119.393,,9220,12.037,9.65,Soldadura,sin costura,,,,,,,,,,,9220,3.802637942,-71.5290981
10125.310,,,,,Soporte externo,,6:00,,,,,,,,,,9220,3.802668458,-71.52914506
10131.430,,9230,12.224,9.65,Soldadura,sin costura,,,,,,,,,,,9230,3.802700023,-71.52919364
10135.433,,,,,Soporte externo,,6:00,,,,,,,,,,9230,3.802717362,-71.5292268
10143.653,,9240,12.179,9.65,Soldadura,sin costura,,,,,,,,,,,9240,3.802734306,-71.52930274
10145.694,,,,,Soporte externo,,6:00,,,,,,,,,,9240,3.802728949,-71.52932122
10155.832,,9250,12.215,9.65,Soldadura,sin costura,,,,,,,,,,,9250,3.802687534,-71.52940392
10156.231,,,,,Soporte externo,,6:00,,,,,,,,,,9250,3.802684585,-71.52940628
10166.694,,,,,Soporte externo,,6:00,,,,,,,,,,9250,3.802598236,-71.52944813
10168.047,,9260,12.243,9.65,Soldadura,sin costura,,,,,,,,,,,9260,3.802585617,-71.52945031
10176.767,,,,,Soporte externo,,6:00,,,,,,,,,,9260,3.802504259,-71.5294464
10180.290,,9270,11.284,9.65,Soldadura,sin costura,,,,,,,,,,,9270,3.802471382,-71.52944082
10186.909,,,,,Soporte externo,,6:00,,,,,,,,,,9270,3.802411377,-71.52942289
10191.574,,9280,12.019,9.65,Soldadura,sin costura,,,,,,,,,,,9280,3.802369153,-71.52940997
10197.032,,,,,Soporte externo,,6:00,,,,,,,,,,9280,3.802319755,-71.52939484
10203.593,,9290,12.216,9.65,Soldadura,sin costura,,,,,,,,,,,9290,3.802260466,-71.52937636
10207.232,,,,,Soporte externo,,6:00,,,,,,,,,,9290,3.802227616,-71.529366
10215.809,,9300,12.238,9.65,Soldadura,sin costura,,,,,,,,,,,9300,3.802150303,-71.52934123
10217.673,,,,,Soporte externo,,6:00,,,,,,,,,,9300,3.802133508,-71.52933583
10227.593,,,,,Soporte externo,,6:00,,,,,,,,,,9300,3.802043856,-71.52930791
10228.047,,9310,12.22,9.65,Soldadura,sin costura,,,,,,,,,,,9310,3.802039752,-71.52930664
10237.453,,,,,Soporte externo,,6:00,,,,,,,,,,9310,3.801954701,-71.52928031
10240.267,,9320,11.994,9.65,Soldadura,sin costura,,,,,,,,,,,9320,3.80192904,-71.52927318
10247.811,,,,,Soporte externo,,6:00,,,,,,,,,,9320,3.801860037,-71.52925496
10252.261,,9330,6.494,9.65,Soldadura,sin costura,,,,,,,,,,,9330,3.801818219,-71.52924991
10257.944,,,,,Soporte externo,,6:00,,,,,,,,,,9330,3.801764745,-71.52924482
10258.755,,9340,12.201,9.65,Soldadura,sin costura,,,,,,,,,,,9340,3.80175707,-71.52924495
10269.658,-10.903,,,,Anomalía  / Corrosión,,0:28,EXT,PITT,11,,,,17,15,0.43,9340,3.801655465,-71.5292559
10269.953,-11.198,,,,Anomalía  / Corrosión,,11:34,EXT,PITT,15,,,,24,15,0.43,9340,3.801652817,-71.52925679
10269.968,-11.213,,,,Anomalía  / Corrosión,,0:01,EXT,GENE,10,,,,31,57,0.43,9340,3.801652683,-71.52925683
10270.052,-11.297,,,,Anomalía  / Corrosión,,11:31,EXT,PITT,11,,,,21,16,0.43,9340,3.801651929,-71.52925708
10270.072,-11.317,,,,Anomalía  / Corrosión,,11:51,EXT,PITT,15,,,,12,16,0.43,9340,3.80165175,-71.52925714
10270.102,-11.347,,,,Anomalía  / Corrosión,,11:51,EXT,PITT,11,,,,17,15,0.43,9340,3.80165148,-71.52925723
10270.156,-11.401,,,,Anomalía  / Corrosión,,0:25,EXT,PITT,12,,,,14,16,0.43,9340,3.801650996,-71.5292574
10270.448,-11.693,,,,Anomalía  / Corrosión,,0:33,EXT,PITT,17,,,,15,28,0.43,9340,3.801648376,-71.52925828
10270.455,-11.7,,,,Anomalía  / Corrosión,,1:33,EXT,GENE,10,,,,46,43,0.43,9340,3.801648313,-71.5292583
10270.544,-11.789,,,,Anomalía  / Corrosión,,1:39,EXT,PITT,14,,,,24,24,0.43,9340,3.801647514,-71.52925857
10270.621,-11.866,,,,Anomalía  / Corrosión,,0:05,EXT,CISL,12,,,,9,15,0.43,9340,3.801646823,-71.5292588
10270.622,-11.867,,,,Anomalía  / Corrosión,,11:32,EXT,PITT,13,,,,13,15,0.43,9340,3.801646814,-71.5292588
10270.656,-11.901,,,,Anomalía  / Corrosión,,0:01,EXT,CIGR,15,,,,24,69,0.43,9340,3.801646509,-71.5292589
10270.688,-11.933,,,,Anomalía  / Corrosión,,1:15,EXT,CIGR,19,,,,14,30,0.43,9340,3.801646222,-71.529259
10270.956,,9350,12.222,9.65,Soldadura,sin costura,,,,,,,,,,,9350,3.801643817,-71.52925981
10278.320,-7.364,,,,Anomalía  / Corrosión,,3:37,EXT,PITT,11,,,,10,15,0.43,9350,3.801582053,-71.52929
10278.339,-7.383,,,,Anomalía  / Corrosión,,3:36,EXT,CIGR,12,,,,14,29,0.43,9350,3.801581911,-71.52929011
10282.565,-11.609,,,,Anomalía  / Corrosión,,10:55,EXT,PITT,14,,,,11,16,0.43,9350,3.80155041,-71.52931477
10282.799,-11.843,,,,Anomalía  / abolladura compleja  / GWAN,,5:11,INT,,,1.5,,,786,168,,9350,3.801548666,-71.52931613
10283.178,,9360,12.179,9.65,Soldadura,sin costura,,,,,,,,,,,9360,3.80154584,-71.52931834
