dist.del reg. [m],a sold.aguas arriba [m],no.de junta,long. de junta [m],esp. [mm],evento / comentario,tipo de sold.,Pos.horaria,pared int.,dim_o,d [%],h [%],Ovality ratio,h [arruga/ond.] [mm],largo [mm],ancho [mm],ERF B31G,Junta No. Full,latitud,longitud
8201.981,,,,,Soporte externo,,6:00,,,,,,,,,,7510,3.792012032,-71.51775332
8208.133,,7520,12.031,9.65,Soldadura,sin costura,,,,,,,,,,,7520,3.792052018,-71.51779562
8212.200,,,,,Soporte externo,,6:00,,,,,,,,,,7520,3.792077788,-71.51782422
8220.164,,7530,11.998,9.65,Soldadura,sin costura,,,,,,,,,,,7530,3.792126873,-71.51788142
8222.337,,,,,Soporte externo,,6:00,,,,,,,,,,7530,3.792140148,-71.51789713
8232.162,,7540,12.029,9.65,Soldadura,sin costura,,,,,,,,,,,7540,3.792200172,-71.51796816
8232.991,,,,,Soporte externo,,6:00,,,,,,,,,,7540,3.792205237,-71.51797416
8244.191,,7550,12.007,9.65,Soldadura,sin costura,,,,,,,,,,,7550,3.79227397,-71.51805486
8247.295,-3.104,,,,Anomalía  / Corrosión,,4:02,EXT,PITT,13,,,,26,24,0.43,7550,3.792293504,-71.51807681
8247.466,-3.275,,,,Anomalía  / Corrosión,,4:29,EXT,PITT,15,,,,17,18,0.43,7550,3.79229458,-71.51807802
8247.881,-3.69,,,,Anomalía  / Corrosión,,6:42,EXT,PITT,10,,,,20,21,0.43,7550,3.792297192,-71.51808095
8248.586,-4.395,,,,Anomalía  / Corrosión,,4:48,EXT,GENE,13,,,,45,42,0.44,7550,3.792301629,-71.51808594
8248.948,-4.757,,,,Anomalía  / Corrosión,,4:55,EXT,PITT,13,,,,23,15,0.43,7550,3.792303907,-71.5180885
8249.891,-5.7,,,,Anomalía  / Corrosión,,4:53,EXT,PITT,12,,,,26,23,0.43,7550,3.792309842,-71.51809516
8250.430,-6.239,,,,Anomalía  / Corrosión,,4:25,EXT,GENE,17,,,,45,37,0.44,7550,3.792313234,-71.51809897
8250.910,-6.719,,,,Anomalía  / Corrosión,,8:23,EXT,GENE,21,,,,34,41,0.44,7550,3.792316255,-71.51810237
8250.924,-6.733,,,,Anomalía  / Corrosión,,7:37,EXT,PITT,14,,,,27,15,0.43,7550,3.792316343,-71.51810247
8251.131,-6.94,,,,Anomalía  / Corrosión,,5:43,EXT,PITT,20,,,,16,19,0.43,7550,3.792317645,-71.51810393
8251.181,-6.99,,,,Anomalía  / Corrosión,,7:29,EXT,GENE,12,,,,52,34,0.44,7550,3.79231796,-71.51810428
8251.522,-7.331,,,,Anomalía  / Corrosión,,4:38,EXT,GENE,12,,,,41,44,0.43,7550,3.792320106,-71.51810669
8251.614,-7.423,,,,Anomalía  / Corrosión,,5:08,EXT,PITT,12,,,,25,26,0.43,7550,3.792320685,-71.51810735
8251.781,-7.59,,,,Anomalía  / Corrosión,,5:14,EXT,PITT,10,,,,17,15,0.43,7550,3.792321736,-71.51810853
8251.832,-7.641,,,,Anomalía  / Corrosión,,7:27,EXT,PITT,13,,,,25,23,0.43,7550,3.792322057,-71.51810889
8251.922,-7.731,,,,Anomalía  / Corrosión,,7:42,EXT,PITT,15,,,,28,19,0.43,7550,3.792322623,-71.51810952
8251.928,-7.737,,,,Anomalía  / Corrosión,,6:35,EXT,GENE,13,,,,35,57,0.43,7550,3.792322661,-71.51810957
8252.269,-8.078,,,,Anomalía  / Corrosión,,4:56,EXT,AXGR,14,,,,37,15,0.43,7550,3.792324832,-71.51811195
8252.520,-8.329,,,,Anomalía  / Corrosión,,7:52,EXT,PITT,21,,,,20,37,0.43,7550,3.792326433,-71.51811371
8252.705,-8.514,,,,Anomalía  / Corrosión,,7:06,EXT,PITT,11,,,,18,18,0.43,7550,3.792327613,-71.518115
8252.733,-8.542,,,,Anomalía  / Corrosión,,8:00,EXT,PITT,13,,,,14,15,0.43,7550,3.792327792,-71.5181152
8252.900,-8.709,,,,Anomalía  / Corrosión,,7:52,EXT,AXGR,13,,,,45,15,0.44,7550,3.792328857,-71.51811637
8252.917,-8.726,,,,Anomalía  / Corrosión,,8:18,EXT,PITT,18,,,,26,36,0.43,7550,3.792328966,-71.51811649
8253.123,-8.932,,,,Anomalía  / Corrosión,,7:40,EXT,PITT,16,,,,14,21,0.43,7550,3.79233028,-71.51811793
8253.279,-9.088,,,,Anomalía  / Corrosión,,7:06,EXT,GENE,14,,,,42,31,0.44,7550,3.792331275,-71.51811902
8253.300,-9.109,,,,Anomalía  / Corrosión,,5:38,EXT,GENE,12,,,,41,34,0.43,7550,3.792331409,-71.51811916
8253.452,-9.261,,,,Anomalía  / Corrosión,,8:04,EXT,PITT,12,,,,26,24,0.43,7550,3.792332378,-71.51812023
8253.455,-9.264,,,,Anomalía  / Corrosión,,5:39,EXT,GENE,10,,,,30,52,0.43,7550,3.792332397,-71.51812025
8253.573,-9.382,,,,Anomalía  / Corrosión,,8:02,EXT,PITT,14,,,,22,27,0.43,7550,3.79233315,-71.51812107
8253.646,-9.455,,,,Anomalía  / Corrosión,,4:54,EXT,GENE,14,,,,35,34,0.43,7550,3.792333616,-71.51812158
8254.177,-9.986,,,,Anomalía  / Corrosión,,7:33,EXT,PITT,12,,,,20,16,0.43,7550,3.792337003,-71.5181253
8254.193,-10.002,,,,Anomalía  / Corrosión,,4:56,EXT,GENE,18,,,,30,31,0.43,7550,3.792337105,-71.51812541
8254.195,-10.004,,,,Anomalía  / Corrosión,,4:24,EXT,AXGR,10,,,,40,17,0.43,7550,3.792337118,-71.51812542
8254.510,-10.319,,,,Anomalía  / Corrosión,,7:30,EXT,PITT,27,,,,25,21,0.44,7550,3.792339127,-71.51812763
8254.549,-10.358,,,,Anomalía  / Corrosión,,7:35,EXT,PITT,12,,,,16,15,0.43,7550,3.792339376,-71.5181279
8254.598,-10.407,,,,Anomalía  / Corrosión,,4:02,EXT,GENE,12,,,,52,37,0.44,7550,3.792339688,-71.51812824
8254.615,-10.424,,,,Anomalía  / Corrosión,,5:41,EXT,AXGR,19,,,,30,15,0.43,7550,3.792339797,-71.51812836
8254.632,-10.441,,,,Anomalía  / Corrosión,,7:56,EXT,PITT,27,,,,22,23,0.43,7550,3.792339905,-71.51812848
8254.657,-10.466,,,,Anomalía  / Corrosión,,7:04,EXT,PITT,14,,,,16,29,0.43,7550,3.792340065,-71.51812865
8255.141,-10.95,,,,Anomalía  / Corrosión,,4:37,EXT,PITT,11,,,,28,53,0.43,7550,3.792343152,-71.51813204
8255.222,-11.031,,,,Anomalía  / Corrosión,,4:24,EXT,GENE,23,,,,30,32,0.44,7550,3.792343669,-71.5181326
8255.414,-11.223,,,,Anomalía  / Corrosión,,3:44,EXT,PITT,17,,,,28,48,0.43,7550,3.792344893,-71.51813395
8255.416,-11.225,,,,Anomalía  / Corrosión,,4:32,EXT,GENE,10,,,,30,41,0.43,7550,3.792344906,-71.51813396
8255.569,-11.378,,,,Anomalía  / Corrosión,,5:06,EXT,PITT,12,,,,18,15,0.43,7550,3.792345882,-71.51813503
8255.725,-11.534,,,,Anomalía  / Corrosión,,4:01,EXT,PITT,14,,,,21,16,0.43,7550,3.792346877,-71.51813612
8255.852,-11.661,,,,Anomalía  / Corrosión,,6:32,EXT,PITT,12,,,,21,25,0.43,7550,3.792347687,-71.51813701
8255.994,-11.803,,,,Anomalía  / Corrosión,,7:38,EXT,PITT,15,,,,22,19,0.43,7550,3.792348593,-71.518138
8256.198,,7560,12.044,9.65,Soldadura,sin costura,,,,,,,,,,,7560,3.792349894,-71.51813943
8256.257,-0.059,,,,Anomalía  / Corrosión,,5:35,EXT,PITT,14,,,,23,17,0.43,7560,3.792350271,-71.51813984
8256.264,-0.066,,,,Anomalía  / Corrosión,,6:14,EXT,GENE,12,,,,30,78,0.43,7560,3.792350315,-71.51813989
8257.196,-0.998,,,,Anomalía  / Corrosión,,6:09,EXT,PITT,14,,,,20,22,0.43,7560,3.79235626,-71.51814641
8257.429,-1.231,,,,Anomalía  / Corrosión,,4:42,EXT,PITT,13,,,,23,26,0.43,7560,3.792357747,-71.51814804
8257.461,-1.263,,,,Anomalía  / Corrosión,,5:31,EXT,PITT,14,,,,18,15,0.43,7560,3.792357951,-71.51814826
8257.890,-1.692,,,,Anomalía  / Corrosión,,4:35,EXT,PITT,12,,,,23,22,0.43,7560,3.792360687,-71.51815126
8258.251,-2.053,,,,Anomalía  / Corrosión,,3:18,EXT,AXGR,12,,,,44,22,0.44,7560,3.79236299,-71.51815379
8258.279,-2.081,,,,Anomalía  / Corrosión,,3:49,EXT,PITT,11,,,,19,15,0.43,7560,3.792363169,-71.51815398
8258.331,-2.133,,,,Anomalía  / Corrosión,,4:45,EXT,PITT,14,,,,20,15,0.43,7560,3.7923635,-71.51815435
8258.382,-2.184,,,,Anomalía  / Corrosión,,4:43,EXT,PITT,14,,,,41,28,0.44,7560,3.792363826,-71.5181547
8258.397,-2.199,,,,Anomalía  / Corrosión,,3:49,EXT,PITT,28,,,,18,29,0.43,7560,3.792363921,-71.51815481
8258.507,-2.309,,,,Anomalía  / Corrosión,,3:41,EXT,PITT,12,,,,20,22,0.43,7560,3.792364623,-71.51815558
8268.242,,7570,12.025,9.65,Soldadura,sin costura,,,,,,,,,,,7570,3.792426724,-71.51822365
8268.882,,,,,Soporte externo,,6:00,,,,,,,,,,7570,3.792430807,-71.51822813
8279.217,,,,,Soporte externo,,6:00,,,,,,,,,,7570,3.792496733,-71.5183004
8280.267,,7580,4.26,9.65,Soldadura,sin costura,,,,,,,,,,,7580,3.792503431,-71.51830774
8284.526,,7590,12.01,9.65,Soldadura,sin costura,,,,,,,,,,,7590,3.792531065,-71.5183371
8286.993,,,,,Soporte externo,,6:00,,,,,,,,,,7590,3.792547078,-71.51835409
8296.537,,7600,12.019,9.65,Soldadura,sin costura,,,,,,,,,,,7600,3.792609316,-71.51841957
8300.003,-3.466,,,,Anomalía  / Corrosión,,7:23,EXT,PITT,12,,,,14,16,0.43,7600,3.792631963,-71.51844331
8300.887,-4.35,,,,Anomalía  / Corrosión,,7:19,EXT,PITT,14,,,,16,19,0.43,7600,3.792637739,-71.51844936
8308.556,,7610,9.756,9.65,Soldadura,sin costura,,,,,,,,,,,7610,3.792687852,-71.51850188
8318.311,,7620,11.995,9.65,Soldadura,sin costura,,,,,,,,,,,7620,3.792743667,-71.51857541
8318.571,-0.26,,,,Anomalía  / Corrosión,,7:39,EXT,PITT,10,,,,14,25,0.43,7620,3.792745035,-71.51857746
8319.093,-0.782,,,,Anomalía  / Corrosión,,9:58,EXT,PITT,10,,,,19,25,0.43,7620,3.792747782,-71.51858157
8329.604,-11.293,,,,Anomalía  / Corrosión,,2:00,EXT,PITT,12,,,,23,27,0.43,7620,3.792801848,-71.51866503
8329.617,-11.306,,,,Anomalía  / Corrosión,,2:56,EXT,PITT,10,,,,20,16,0.43,7620,3.792801908,-71.51866513
8329.936,-11.625,,,,Anomalía  / Corrosión,,1:49,EXT,GENE,14,,,,36,39,0.43,7620,3.79280338,-71.51866777
8330.016,-11.705,,,,Anomalía  / Corrosión,,1:47,EXT,PITT,12,,,,16,15,0.43,7620,3.792803749,-71.51866843
8330.096,-11.785,,,,Anomalía  / Corrosión,,3:09,EXT,GENE,10,,,,43,35,0.43,7620,3.792804118,-71.51866909
8330.307,,7630,11.991,9.65,Soldadura,sin costura,,,,,,,,,,,7630,3.792805091,-71.51867084
8330.567,-0.26,,,,Anomalía  / Corrosión,,10:46,EXT,PITT,15,,,,27,34,0.43,7630,3.79280629,-71.51867299
8330.677,-0.37,,,,Anomalía  / Corrosión,,2:02,EXT,GENE,10,,,,45,42,0.43,7630,3.792806797,-71.5186739
8330.848,-0.541,,,,Anomalía  / Corrosión,,2:29,EXT,PITT,12,,,,20,15,0.43,7630,3.792807586,-71.51867531
8330.858,-0.551,,,,Anomalía  / Corrosión,,3:49,EXT,GENE,13,,,,36,63,0.43,7630,3.792807632,-71.51867539
8330.859,-0.552,,,,Anomalía  / Corrosión,,2:57,EXT,GENE,10,,,,33,50,0.43,7630,3.792807636,-71.5186754
8331.032,-0.725,,,,Anomalía  / Corrosión,,3:18,EXT,PITT,16,,,,33,25,0.43,7630,3.792808434,-71.51867683
8331.107,-0.8,,,,Anomalía  / Corrosión,,2:53,EXT,GENE,13,,,,45,56,0.44,7630,3.79280878,-71.51867745
8331.330,-1.023,,,,Anomalía  / Corrosión,,9:39,EXT,PITT,13,,,,15,16,0.43,7630,3.792809809,-71.51867929
8331.753,-1.446,,,,Anomalía  / Corrosión,,9:11,EXT,PITT,11,,,,29,26,0.43,7630,3.79281176,-71.51868279
8332.177,-1.87,,,,Anomalía  / Corrosión,,9:35,EXT,PITT,11,,,,17,19,0.43,7630,3.792813715,-71.51868629
8342.297,,7640,10.869,9.65,Soldadura,sin costura,,,,,,,,,,,7640,3.792859192,-71.51877059
8343.321,,,,,Soporte externo,,6:00,,,,,,,,,,7640,3.792863676,-71.51877918
8353.166,,7650,12.024,9.65,Soldadura,sin costura,,,,,,,,,,,7650,3.792903608,-71.51886334
8353.883,,,,,Soporte externo,,6:00,,,,,,,,,,7650,3.792906399,-71.51886953
8363.179,,,,,Soporte externo,,6:00,,,,,,,,,,7650,3.792945828,-71.51894817
8365.190,,7660,12.048,9.65,Soldadura,sin costura,,,,,,,,,,,7660,3.792954578,-71.51896507
8373.456,,,,,Soporte externo,,6:00,,,,,,,,,,7660,3.792997748,-71.5190303
8377.238,,7670,6.181,9.65,Soldadura,sin costura,,,,,,,,,,,7670,3.793019003,-71.51905907
8383.419,,7680,11.972,9.65,Soldadura,sin costura,,,,,,,,,,,7680,3.79305534,-71.51910492
8383.809,,,,,Soporte externo,,6:00,,,,,,,,,,7680,3.793057633,-71.51910781
8393.843,,,,,Soporte externo,,6:00,,,,,,,,,,7680,3.793121215,-71.51917835
8395.390,,7690,11.972,9.65,Soldadura,sin costura,,,,,,,,,,,7690,3.793132422,-71.51918776
8403.954,,,,,Soporte externo,,6:00,,,,,,,,,,7690,3.793195131,-71.51923912
8407.362,,7700,12.047,9.65,Soldadura,sin costura,,,,,,,,,,,7700,3.793220814,-71.51925864
8414.102,,,,,Soporte externo,,6:00,,,,,,,,,,7700,3.793271642,-71.5192972
8419.410,,7710,9.992,9.65,Soldadura,sin costura,,,,,,,,,,,7710,3.793311785,-71.51932741
8424.166,,,,,Soporte externo,,6:00,,,,,,,,,,7710,3.793347717,-71.51935453
8429.402,,7720,11.954,9.65,Soldadura,sin costura,,,,,,,,,,,7720,3.793387215,-71.51938446
8431.762,,,,,Soporte externo,,6:00,,,,,,,,,,7720,3.793405014,-71.51939796
8441.356,,7730,11.985,9.65,Soldadura,sin costura,,,,,,,,,,,7730,3.793476819,-71.51945356
8441.780,,,,,Soporte externo,,6:00,,,,,,,,,,7730,3.79348,-71.519456
8451.977,,,,,Soporte externo,,6:00,,,,,,,,,,7730,3.793556505,-71.51951485
8453.340,,7740,12.046,9.65,Soldadura,sin costura,,,,,,,,,,,7740,3.793566731,-71.51952272
8462.263,,,,,Soporte externo,,6:00,,,,,,,,,,7740,3.793633557,-71.51957437
8465.387,,7750,6.14,9.65,Soldadura,sin costura,,,,,,,,,,,7750,3.793656833,-71.5195926
8471.526,,7760,12.005,9.65,Soldadura,sin costura,,,,,,,,,,,7760,3.793702622,-71.51962838
8472.510,,,,,Soporte externo,,6:00,,,,,,,,,,7760,3.793709976,-71.51963409
8482.790,,,,,Soporte externo,,6:00,,,,,,,,,,7760,3.793786837,-71.51969377
8483.531,,7770,8.122,9.65,Soldadura,sin costura,,,,,,,,,,,7770,3.793792381,-71.51969806
8491.653,,7780,11.999,9.65,Soldadura,sin costura,,,,,,,,,,,7780,3.793853042,-71.51974529
8492.927,,,,,Soporte externo,,6:00,,,,,,,,,,7780,3.793862534,-71.51975273
8503.163,,,,,Soporte externo,,6:00,,,,,,,,,,7780,3.793938794,-71.51981249
8503.652,,7790,12.034,9.65,Soldadura,sin costura,,,,,,,,,,,7790,3.793942437,-71.51981535
8513.089,,,,,Soporte externo,,6:00,,,,,,,,,,7790,3.794012591,-71.51987064
8515.686,,7800,11.992,9.65,Soldadura,sin costura,,,,,,,,,,,7800,3.794031872,-71.51988589
8523.237,,,,,Soporte externo,,6:00,,,,,,,,,,7800,3.794087929,-71.51993023
8527.678,,7810,5.811,9.65,Soldadura,sin costura,,,,,,,,,,,7810,3.794120968,-71.51995622
8533.489,,7820,12.015,9.65,Soldadura,sin costura,,,,,,,,,,,7820,3.79416436,-71.51999002
8543.756,,,,,Soporte externo,,6:00,,,,,,,,,,7820,3.794240941,-71.52004985
8545.505,,7830,3.559,9.65,Soldadura,sin costura,,,,,,,,,,,7830,3.794253976,-71.52006005
8549.064,,7840,12.014,9.65,Soldadura,sin costura,,,,,,,,,,,7840,3.794280475,-71.52008085
8553.812,,,,,Soporte externo,,6:00,,,,,,,,,,7840,3.794315827,-71.5201086
8561.078,,7850,12.024,9.65,Soldadura,sin costura,,,,,,,,,,,7850,3.794370575,-71.52015023
8564.134,,,,,Soporte externo,,6:00,,,,,,,,,,7850,3.794394025,-71.52016706
8573.102,,7860,12.038,9.65,Soldadura,sin costura,,,,,,,,,,,7860,3.794469814,-71.52020529
8574.425,,,,,Accesorio de tubería  / aditamento,,9:00,,,,,,,,,,7860,3.794482202,-71.5202069
8584.570,,,,,Accesorio de tubería  / aditamento,,9:00,,,,,,,,,,7860,3.794577704,-71.52021429
8585.140,,7870,12.008,9.65,Soldadura,sin costura,,,,,,,,,,,7870,3.794583091,-71.52021399
8594.613,,,,,Accesorio de tubería  / aditamento,,9:00,,,,,,,,,,7870,3.794671336,-71.52020214
8597.149,,7880,8.479,9.65,Soldadura,sin costura,,,,,,,,,,,7880,3.794694166,-71.52019473
8604.954,,,,,Soporte externo,,6:00,,,,,,,,,,7880,3.794764585,-71.52017239
8605.628,,7890,12.03,9.65,Soldadura,sin costura,,,,,,,,,,,7890,3.79477068,-71.52017051
8615.040,,,,,Soporte externo,,6:00,,,,,,,,,,7890,3.79485613,-71.52014534
8617.658,,7900,12.018,9.65,Soldadura,sin costura,,,,,,,,,,,7900,3.794880004,-71.5201387
8625.108,,,,,Soporte externo,,6:00,,,,,,,,,,7900,3.794948169,-71.52012065
8629.676,,7910,12.025,9.65,Soldadura,sin costura,,,,,,,,,,,7910,3.794990031,-71.52010983
8635.203,,,,,Soporte externo,,6:00,,,,,,,,,,7910,3.795040579,-71.52009634
8641.701,,7920,12.041,9.65,Soldadura,sin costura,,,,,,,,,,,7920,3.795100087,-71.5200808
8645.273,,,,,Soporte externo,,6:00,,,,,,,,,,7920,3.795132863,-71.52007249
8653.742,,7930,3.484,9.65,Soldadura,sin costura,,,,,,,,,,,7930,3.795210626,-71.52005303
8655.561,,,,,Soporte externo,,6:00,,,,,,,,,,7930,3.795227336,-71.52004888
8657.227,,7940,11.961,9.65,Soldadura,sin costura,,,,,,,,,,,7940,3.79524264,-71.52004508
8665.654,,,,,Soporte externo,,6:00,,,,,,,,,,7940,3.795320027,-71.52002574
8669.187,,7950,11.983,9.65,Soldadura,sin costura,,,,,,,,,,,7950,3.795352469,-71.52001763
8675.632,,,,,Soporte externo,,6:00,,,,,,,,,,7950,3.795411653,-71.52000284
8681.170,,7960,12.029,9.65,Soldadura,sin costura,,,,,,,,,,,7960,3.795462488,-71.51999005
8685.888,,,,,Soporte externo,,6:00,,,,,,,,,,7960,3.795505791,-71.51997913
8687.080,,,,,Marcador sobre el Terreno  / Pole No. 9,,,,,,,,,,,,7960,3.79551673,-71.51997637
8693.199,,7970,12.004,9.65,Soldadura,sin costura,,,,,,,,,,,7970,3.795572871,-71.51996212
8695.891,,,,,Soporte externo,,6:00,,,,,,,,,,7970,3.795597568,-71.51995586
8705.203,,7980,12.031,9.65,Soldadura,sin costura,,,,,,,,,,,7980,3.795682865,-71.51993364
8706.125,,,,,Soporte externo,,6:00,,,,,,,,,,7980,3.795691337,-71.51993155
8716.280,,,,,Soporte externo,,6:00,,,,,,,,,,7980,3.79578451,-71.51990797
8717.233,,7990,12.06,9.65,Soldadura,sin costura,,,,,,,,,,,7990,3.79579317,-71.51990544
8726.353,,,,,Soporte externo,,6:00,,,,,,,,,,7990,3.795874034,-71.51987667
8729.293,,8000,12.048,9.65,Soldadura,sin costura,,,,,,,,,,,8000,3.795897928,-71.51986241
8736.567,,,,,Soporte externo,,6:00,,,,,,,,,,8000,3.795955417,-71.51982468
8741.341,,8010,12.024,9.65,Soldadura,sin costura,,,,,,,,,,,8010,3.795991569,-71.51979757
8746.728,,,,,Soporte externo,,6:00,,,,,,,,,,8010,3.796032361,-71.51976698
8753.365,,8020,12,9.65,Soldadura,sin costura,,,,,,,,,,,8020,3.796082617,-71.51972928
8756.782,,,,,Soporte externo,,6:00,,,,,,,,,,8020,3.796108493,-71.51970988
8765.365,,8030,11.952,9.65,Soldadura,sin costura,,,,,,,,,,,8030,3.796173476,-71.51966112
8766.957,,,,,Soporte externo,,6:00,,,,,,,,,,8030,3.796185525,-71.51965207
8776.814,,,,,Soporte externo,,6:00,,,,,,,,,,8030,3.796259398,-71.51959509
8777.317,,8040,11.996,9.65,Soldadura,sin costura,,,,,,,,,,,8040,3.796263134,-71.51959214
8788.218,,,,,Soporte externo,,6:00,,,,,,,,,,8040,3.79634437,-71.51952852
8789.312,,8050,12.061,9.65,Soldadura,sin costura,,,,,,,,,,,8050,3.796352537,-71.51952216
8798.031,,,,,Soporte externo,,6:00,,,,,,,,,,8050,3.796421272,-71.51947655
8801.373,,8060,12.034,9.65,Soldadura,sin costura,,,,,,,,,,,8060,3.796449003,-71.51946168
8808.181,,,,,Soporte externo,,6:00,,,,,,,,,,8060,3.796509238,-71.51943878
8813.407,,8070,11.988,9.65,Soldadura,sin costura,,,,,,,,,,,8070,3.796556747,-71.51942521
8818.351,,,,,Soporte externo,,6:00,,,,,,,,,,8070,3.796602075,-71.51941357
8825.395,,8080,6.398,9.65,Soldadura,sin costura,,,,,,,,,,,8080,3.79666647,-71.51939629
8828.517,,,,,Soporte externo,,6:00,,,,,,,,,,8080,3.796695004,-71.51938861
8831.792,,8090,12.041,9.65,Soldadura,sin costura,,,,,,,,,,,8090,3.796724962,-71.51938064
8836.462,,,,,Soporte externo,,6:00,,,,,,,,,,8090,3.79676768,-71.51936928
8843.833,,8100,11.987,9.65,Soldadura,sin costura,,,,,,,,,,,8100,3.796835173,-71.5193516
8844.958,,,,,Soporte externo,,6:00,,,,,,,,,,8100,3.796845477,-71.51934891
8855.127,,,,,Soporte externo,,6:00,,,,,,,,,,8100,3.796938717,-71.51932502
8855.821,,8110,9.917,9.65,Soldadura,sin costura,,,,,,,,,,,8110,3.796945083,-71.51932339
8865.286,,,,,Soporte externo,,6:00,,,,,,,,,,8110,3.797032084,-71.51930201
8865.738,,8120,12.029,9.65,Soldadura,sin costura,,,,,,,,,,,8120,3.79703624,-71.519301
8875.746,,,,,Soporte externo,,6:00,,,,,,,,,,8120,3.797130314,-71.51929044
8877.766,,8130,11.989,9.65,Soldadura,sin costura,,,,,,,,,,,8130,3.797149377,-71.51929191
8885.625,,,,,Soporte externo,,6:00,,,,,,,,,,8130,3.797223463,-71.51929828
8889.756,,8140,11.963,9.65,Soldadura,sin costura,,,,,,,,,,,8140,3.797261965,-71.51930511
8890.751,-0.995,,,,Anomalía  / Anomalía de Manufactura,,6:27,INT,PITT,11,,,,13,15,0.43,8140,3.797271238,-71.51930675
8895.919,,,,,Soporte externo,,6:00,,,,,,,,,,8140,3.797319393,-71.51931535
8901.718,,8150,6.134,9.65,Soldadura,sin costura,,,,,,,,,,,8150,3.797373397,-71.51932518
8905.879,,,,,Soporte externo,,6:00,,,,,,,,,,8150,3.797412091,-71.51933252
8907.852,,8160,12.015,9.65,Soldadura,sin costura,,,,,,,,,,,8160,3.797430413,-71.51933614
8916.192,,,,,Soporte externo,,6:00,,,,,,,,,,8160,3.797507319,-71.51935368
8919.867,,8170,12.006,9.65,Soldadura,sin costura,,,,,,,,,,,8170,3.797540787,-71.51936316
8926.221,,,,,Soporte externo,,6:00,,,,,,,,,,8170,3.797596296,-71.51938562
8931.874,,8180,12.034,9.65,Soldadura,sin costura,,,,,,,,,,,8180,3.797644115,-71.51940963
8936.377,,,,,Soporte externo,,6:00,,,,,,,,,,8180,3.797676072,-71.51943781
8943.908,,8190,12.011,9.65,Soldadura,sin costura,,,,,,,,,,,8190,3.797727413,-71.5194871
8946.585,,,,,Soporte externo,,6:00,,,,,,,,,,8190,3.797744287,-71.51950601
8955.919,,8200,12.016,9.65,Soldadura,sin costura,,,,,,,,,,,8200,3.797803127,-71.51957191
8956.777,,,,,Soporte externo,,6:00,,,,,,,,,,8200,3.797808535,-71.51957797
8966.966,,,,,Soporte externo,,6:00,,,,,,,,,,8200,3.797872767,-71.51964991
8967.934,,8210,12.04,9.65,Soldadura,sin costura,,,,,,,,,,,8210,3.797878869,-71.51965675
8976.762,,,,,Soporte externo,,6:00,,,,,,,,,,8210,3.797934517,-71.51971908
8979.974,,8220,9.56,9.65,Soldadura,sin costura,,,,,,,,,,,8220,3.797954764,-71.51974176
8987.153,,,,,Soporte externo,,6:00,,,,,,,,,,8220,3.798000021,-71.51979245
8989.534,,8230,11.995,9.65,Soldadura,sin costura,,,,,,,,,,,8230,3.798015031,-71.51980926
8997.267,,,,,Soporte externo,,6:00,,,,,,,,,,8230,3.798063779,-71.51986386
9001.530,,8240,12.032,9.65,Soldadura,sin costura,,,,,,,,,,,8240,3.798090653,-71.51989396
9007.404,,,,,Soporte externo,,6:00,,,,,,,,,,8240,3.798127683,-71.51993544
9013.562,,8250,12.001,9.65,Soldadura,sin costura,,,,,,,,,,,8250,3.798169112,-71.51997643
9017.537,,,,,Soporte externo,,6:00,,,,,,,,,,8250,3.798195983,-71.52000277
9025.563,,8260,11.985,9.65,Soldadura,sin costura,,,,,,,,,,,8260,3.798250735,-71.52005543
9027.674,,,,,Soporte externo,,6:00,,,,,,,,,,8260,3.798265137,-71.52006928
9037.548,,8270,12.017,9.65,Soldadura,sin costura,,,,,,,,,,,8270,3.7983325,-71.52013407
9038.081,,,,,Soporte externo,,6:00,,,,,,,,,,8270,3.798336136,-71.52013757
9048.052,,,,,Soporte externo,,6:00,,,,,,,,,,8270,3.798403608,-71.52020354
9049.565,,8280,5.085,9.65,Soldadura,sin costura,,,,,,,,,,,8280,3.798413572,-71.52021383
9054.650,,8290,11.974,9.65,Soldadura,sin costura,,,,,,,,,,,8290,3.798447061,-71.5202484
9058.186,,,,,Soporte externo,,6:00,,,,,,,,,,8290,3.798469315,-71.52027339
9066.624,,8300,11.975,9.65,Soldadura,sin costura,,,,,,,,,,,8300,3.798521304,-71.520334
9068.308,,,,,Soporte externo,,6:00,,,,,,,,,,8300,3.798531241,-71.52034647
9078.027,,,,,Soporte externo,,6:00,,,,,,,,,,8300,3.798587283,-71.52041939
9078.599,,8310,11.992,9.65,Soldadura,sin costura,,,,,,,,,,,8310,3.798590467,-71.52042377
9088.263,,,,,Soporte externo,,6:00,,,,,,,,,,8310,3.798644616,-71.5204975
9090.591,,8320,12.003,9.65,Soldadura,sin costura,,,,,,,,,,,8320,3.798657749,-71.52051519
9098.158,,,,,Soporte externo,,6:00,,,,,,,,,,8320,3.798700561,-71.52057261
9102.594,,8330,12.031,9.65,Soldadura,sin costura,,,,,,,,,,,8330,3.79872568,-71.52060626
9108.367,,,,,Soporte externo,,6:00,,,,,,,,,,8330,3.798757872,-71.52065041
9114.624,,8340,11.474,9.65,Soldadura,sin costura,,,,,,,,,,,8340,3.798792766,-71.52069827
9118.578,,,,,Soporte externo,,6:00,,,,,,,,,,8340,3.798814819,-71.52072851
